country,life_expectancy_at_birth_2023,population_2023_thousands_under18,among5_14_mortality_rate_2022,completion_rate_2000_2023_primary,basic_sanitation_household_perc_2022,stunted_perc_2022,pm25_latest,internet_latest,gdp_latest,happiness_rank,life_expectancy_at_birth_2023_raw,among5_14_mortality_rate_2022_raw,completion_rate_2000_2023_primary_raw,basic_sanitation_household_perc_2022_raw,stunted_perc_2022_raw,pm25_latest_raw,internet_latest_raw,gdp_latest_raw,happiness_rank_raw,child_wellbeing_index,iso3,pop_millions
Switzerland,1.5202872431747207,1590.175,0.7797651771785422,0.7264224958401051,0.7971086167807004,NA,0.9731372933927422,1.0252973991511403,2.471140888759574,1.4814779333363206,83.9536,0.669841505000884,99.35,99.89987583380642,NA,9.06104968621636,97.3444,103669.872008144,8,1.2218296309517307,CHE,1.590175
Syrian Arab Republic,-0.1542307771930234,8874.689,0.0724201560150262,0.5361887046227789,0.6126793870442353,-0.6739123174878293,-0.047689712587482815,-1.2981041249779934,-0.5968879360748778,NA,72.1201,4.77225916081923,95.5847473144531,94.98032511538402,25.4,24.7058382627422,34.65,847.372723418531,NA,-0.1936920775798958,SYR,8.874689
Tajikistan,-0.20092794596991548,4345.768,0.5568984346675205,0.686366946914941,0.6789601584562204,0.30021237428400155,-0.8533721146306514,-0.4775773610924925,-0.5821529961909422,-0.2972837876233528,71.7901,1.96241080571924,98.5571899414062,96.74832911932283,13.1,37.0534062306267,56.791,1341.20229027672,80,-0.02098625457607454,TJK,4.345768
Thailand,0.4530305261074501,13383.492,0.1817841938495991,0.699017098236655,0.7639589123153059,0.40316864252004864,-0.4588555053365999,0.7852578365731553,-0.4030069837823013,0.19681669042100094,76.4115,4.13797610757014,98.8075714111328,99.01562525893142,11.8,31.0072016277159,90.8672,7345.13569000377,60,0.2912412678782571,THA,13.383492
Timor-Leste,-0.7812039459802242,569.05,-0.6667568854440984,-0.21653924189343224,-0.7594933724413745,-2.2340957669110058,0.4283354370567265,-1.3214254515898514,-0.5820949142240662,NA,67.6894,9.05929427795266,80.6861801147461,58.37835321335431,45.1,17.4104661970888,34.0207,1343.14886031844,NA,-0.7666592676784157,TLS,0.56905
Togo,-1.481760532234046,4318.028,-0.9891541243001397,-0.25993128846654245,-2.228340789439633,-0.4284012163095631,-1.8068570445226217,-1.2101886901753387,-0.5910465832428203,-1.3348947915164957,62.7387,10.929114641846,79.8273315429688,19.19763670831792,22.3,51.6661369398223,37.0223,1043.14092889765,122,-1.1478416733563557,TGO,4.318028
Tokelau,0.5435522802485944,0.793,NA,NA,0.6809965367052949,NA,NA,NA,NA,NA,77.0512,NA,NA,96.80264841617469,NA,NA,NA,NA,NA,0.6122744084769447,TKL,7.930000000000001e-4
Tonga,-0.04461978648217152,44.313,0.55199281690315,0.6690048859778812,0.6244965389420951,1.1951399366434885,0.7501533462246092,-0.4130054883950488,-0.4770464245127548,NA,72.8947,1.99086211636273,98.2135467529297,95.29554129988955,1.8,12.4784129504796,58.5334,4863.76384632192,NA,0.35701447816265613,TON,0.044313000000000005
Trinidad and Tobago,0.03956247323108013,327.759,0.5257596019012375,0.7138597677105356,0.5727492826728372,0.6407600307570805,-0.10618138499488099,0.5566843767342595,-0.045857345124900716,NA,73.4896,2.14300795915908,99.1013488769531,93.91521101211694,8.8,25.6022583642289,84.6994,19314.7163432664,NA,0.3621671003609061,TTO,0.327759
Tunisia,0.46664345833877396,3508.842,0.3574025927585217,0.3915133436844078,0.7047975244891457,0.6565994566395494,-0.013573233283082471,0.0991816891628183,-0.492365071852999,-1.0384345046898833,76.5077,3.11943494475058,92.7212219238281,97.43752699110838,8.6,24.1829826735327,72.3542,4350.3717971875,110,0.12575169502747247,TUN,3.508842
Türkiye,0.5583397170279438,22843.091,0.5599064571026372,0.6415429947984145,0.7726985356894203,0.9021105578178158,NA,NA,NA,NA,77.1557,1.94496505579847,97.67,99.2487500218028,5.5,NA,NA,NA,NA,0.6869196524872463,TUR,22.843091
Turkmenistan,-0.443951332810627,2654.788,0.289777636763332,0.7265315050056155,0.7940469826167655,0.807074002523003,0.28548330487569756,-1.7946597507086208,-0.36641139965853253,NA,70.0727,3.51164214936519,99.3521575927734,99.81820838568957,6.7,19.5997611438189,21.251,8571.60702949432,NA,0.037236368575829154,TKM,2.654788
Turks and Caicos Islands,0.6789033164155573,9.032,0.6360887241523735,0.6941537013439113,0.5439204810335877,1.10802309428991,NA,-2.5822038661203357,0.49695940791124976,NA,78.0077,1.50312766661176,98.711311340332,93.14621820106262,2.9,NA,0,37506.7798431288,NA,0.2251206941466077,TCA,0.009032
Tuvalu,-0.863914537344145,3.728,0.13546328871299826,0.7592627789812358,0.1840300707055082,0.925869696641519,1.178235180949939,0.17183245777855968,-0.43285585339374494,NA,67.1049,4.4066253429225,100,83.54633466192547,5.2,5.91780105591262,74.3146,6344.7750188689,NA,0.25724038537898375,TUV,0.0037280000000000004
Uganda,-0.7015498965726102,24878.283,-1.260955699108971,-2.919354167950625,-2.160317166573707,-0.5155180586631414,-0.641590095381114,-2.2505307236595,-0.5901641877571647,-1.1125495763965365,68.2523,12.5054932774669,27.19,21.01213033938683,23.4,33.8077192571642,8.94983,1072.71369837695,113,-1.3502810635625966,UGA,24.878283
Ukraine,0.030067382246445867,6609.605,0.4304701308675211,0.7380676659159783,0.7163356658226608,0.3635700778138767,0.5921374972104639,0.4705626050620897,-0.461360253765986,-0.593744074449965,73.4225,2.69566217554034,99.5804901123047,97.74530071855746,12.3,14.90010098879,82.3755,5389.47314453125,92,0.2540118551914539,UKR,6.609604999999999
United Arab Emirates,1.372483628667254,2013.507,0.6649682927327114,NA,0.7667960904945796,NA,-0.8045712166467563,1.1237116927320236,0.8511611561507663,1.0367875030964022,82.9091,1.33563365945594,NA,99.09130546412494,NA,36.3055030826594,100,49377.5643384379,26,0.7159053067467115,ARE,2.013507
United Kingdom,1.1449976634377639,14403.544,0.7767045347625721,0.7489054589136487,0.7673016226967458,NA,0.9175547520192634,0.9865483460677802,0.9484101813869583,1.2097226704119262,81.3015,0.687592437162348,99.795,99.10479026429412,NA,9.91288560282114,96.2988,52636.7865943853,19,0.9375181537120824,GBR,14.403544
United Republic of Tanzania,-0.8794236576409553,32961.774,-1.2630963727226339,-0.5315699482666015,-1.8002042287808993,-1.0857373904320182,NA,NA,NA,NA,66.9953,12.517908629191,74.4508514404297,30.61794967921314,30.6,NA,NA,NA,NA,-1.1120063195686216,TZA,32.961774
United States,0.8623807377371285,74112.182,0.6515728772745122,0.7375052742169594,0.7870516224578843,1.0525851037012692,1.0544516945407567,0.8696489456793415,1.9382331289519013,1.3085427660207969,79.3043,1.41332359469058,99.5693588256836,99.63161090792305,3.6,7.81485752365112,93.1444,85809.9003846356,15,1.0291080167311721,USA,74.112182
Uruguay,0.6974123760398518,773.968,0.6281305965139404,0.7021712098281939,0.7380617100841297,0.8545922801704094,0.8745608966491845,0.8269086215390972,0.0911531878622218,0.987377455291967,78.1385,1.54928274278302,98.87,98.32483128867214,6.1,10.5717923259135,91.9911,23906.5133029408,28,0.7111520371087773,URY,0.773968
Uzbekistan,-0.1162645639116879,12670.476,0.3708789213224621,0.7445372905056429,0.6624036892817724,0.7912345766405342,-0.5210538984429747,0.716564985774268,-0.5278327859835493,0.34504683383430707,72.3884,3.0412757344894,99.7085418701172,96.30669419009779,6.9,31.9604294559849,89.0136,3161.70010632875,54,0.2739461165578639,UZB,12.670476
Vanuatu,-0.2452478043363471,142.702,0.2055504437155317,-0.19606224790649454,-1.1967437758655126,-1.1490950939618931,0.6454919718555479,-0.8874405041548868,-0.5164611665049641,NA,71.4769,4.00013802269578,81.0914764404297,46.71493337817189,31.4,14.0824115364695,45.7313,3542.81071592874,NA,-0.41750102214487733,VUT,0.142702
Venezuela (Bolivarian Republic of),-0.09846303714764859,9064.324,0.3153401333052635,0.45965834970907604,0.7407142354351627,0.5061249107560959,NA,NA,NA,NA,72.5142,3.36338629966978,94.07,98.39558597877715,10.5,NA,NA,NA,NA,0.3846749184115899,VEN,9.064324000000001
Viet Nam,0.19503574394372253,28088.351,0.4368701505194109,0.6727049530915737,0.5073357557416346,-0.1908098280725312,0.20709793273229665,0.5363240766539249,-0.48141691836581524,NA,74.5883,2.65854372155828,98.2867813110352,92.17034028924522,19.3,20.8010641731194,84.15,4717.29028732449,NA,0.23539273328052712,VNM,28.088351
Yemen,-0.5539726925804268,18755.964,-0.639740197593456,-0.8507617364704124,-0.8919644436503922,-1.4421244727875662,NA,NA,NA,NA,69.2952,8.90260449584619,68.1331634521484,54.84475848724862,35.1,NA,NA,NA,NA,-0.8757127086164507,YEM,18.755964
Zambia,-0.970921807129255,10140.4,-0.7759735600861927,-0.6544538836254052,-1.5871383162551673,-1.1490950939618931,-0.021769271908623825,-1.3592517316990573,-0.5853193453457793,-1.4831249349298017,66.3487,9.69272266290756,72.0186386108398,36.30136854147845,31.4,24.3085919008655,33,1235.08466482514,128,-0.9541164383267973,ZMB,10.1404
Zimbabwe,-1.4766521449829983,7879.956,-1.027726798677221,0.19374188475224055,-1.6502515046135997,-0.3729632257209224,0.2923725273364912,-1.1581465179823751,-0.5429097052831916,-1.631355078343108,62.7748,11.152826148483,88.8067779541016,34.61785811542333,21.6,19.4941796611344,38.4266,2656.40937654332,134,-0.8193211737238538,ZWE,7.879956
East Asia and Pacific,0.5078501721200807,531376.832,0.4489569955072656,0.5869216151828291,0.5586231557849611,0.22101524487165758,NA,NA,NA,NA,76.7989,2.58844315564244,96.58889188051293,93.53840415900001,14.1,NA,NA,NA,NA,0.4646734366933588,NA,531.376832
Europe and Central Asia,0.732689964452214,195934.285,0.6399105483986671,NA,0.680980767710429,0.9496288354652221,NA,NA,NA,NA,78.3878,1.48096207726522,NA,96.8022277867,4.9,NA,NA,NA,NA,0.7508025290066331,NA,195.93428500000002
Eastern Europe and Central Asia,0.15156492500959604,104211.65,0.5319366987927936,0.7131357612368646,0.5820159533527669,0.8149937154642374,NA,NA,NA,NA,74.2811,2.10718239936658,99.08701878710997,94.162394479,6.6,NA,NA,NA,NA,0.5587294107712517,NA,104.21164999999999
Western Europe,1.2234206056685322,91722.635,0.7646077684506828,0.7127782541669687,0.7651819743095611,1.10802309428991,NA,NA,NA,NA,81.8557,0.757750544184255,99.07994273376312,99.0482497812,2.9,NA,NA,NA,NA,0.914802339377131,NA,91.722635
Latin America and the Caribbean,0.34323557685293166,181322.71,0.42454772977819205,0.5038605284192997,0.40571706010536873,0.42692778134375187,NA,NA,NA,NA,75.6356,2.7300105657414,94.9448833266197,89.4597161228,11.5,NA,NA,NA,NA,0.42085773529990883,NA,181.32271
Middle East and North Africa,0.19608289257689987,175743.132,0.250650336583104,0.04212847674888673,0.47749657648403476,0.12597868957684472,NA,NA,NA,NA,74.5957,3.73857034180491,85.80592942978564,91.3743961975,15.3,NA,NA,NA,NA,0.21846739439395402,NA,175.743132
North America,0.9102807123764555,81405.371,0.6597784715755186,0.7383751489610355,0.7830596044607187,1.0525851037012692,1.062842189132598,0.9087685903185869,1.8366814705757737,NA,79.6428,1.36573327606282,99.58657605189384,99.5251259704,3.6,7.68626814153951,94.2,82406.4788664869,NA,0.9940464113877445,NA,81.405371
South Asia,-0.2518986132227526,640914.591,0.09646359423469177,0.02019023072777189,-0.11889129754571555,-1.1490950939618931,-1.523455847583481,-0.6440100288405519,-0.541858324161583,NA,71.4299,4.63281345538868,85.37171088628395,75.4660697444,31.4,47.322842941453,52.3,2691.64556264089,NA,-0.5140694225441892,NA,640.914591
Sub-Saharan Africa,-1.5498817960194884,601963.776,-1.6253478309084706,NA,-1.5666461098570472,-1.1570148069031276,-0.9267346362686958,-1.1961914471095534,-0.5791656616913298,NA,62.2573,14.6188731280476,NA,36.8479871488,31.5,38.1777310513302,37.4,1441.32038465812,NA,-1.228711755536816,NA,601.9637759999999
Eastern and Southern Africa,-1.0886835763902545,299120.67,-0.972694980241682,-1.1105623967437155,-1.4913581927889843,-1.1411753810206589,NA,NA,NA,NA,65.5165,10.8336558753815,62.99099008988079,38.8562519289,31.3,NA,NA,NA,NA,-1.160894905437059,NA,299.12066999999996
West and Central Africa,-1.992655859967658,302843.106,-2.272637990090499,-1.08549148823757,-1.6461734273308708,-1.180773945726831,NA,NA,NA,NA,59.1283,18.372988161045,63.487212685129514,34.7266386382,31.8,NA,NA,NA,NA,-1.6355465422706856,NA,302.84310600000003
Least developed countries,-0.9705397393847162,527668.723,-1.2352822719531926,NA,-1.3967606827263856,-1.2203725104330025,NA,NA,NA,NA,66.3514,12.3565940589837,NA,41.3795897385,32.3,NA,NA,NA,NA,-1.2057388011243242,NA,527.668723
World,-0.005747931139710531,2415319.658,-0.1305862971598896,-0.03285538648194889,0.07999191549939826,-0.4284012163095631,-0.47947230504032623,-0.07700494833614101,-0.21446425402880787,NA,73.1694,5.94964393463149,84.32179146146831,80.77117271,22.3,31.3231664979631,67.6,13663.9924550685,NA,-0.16106755287462363,NA,2415.319658
